MODULE;DATA_ID;WORKSHEET;CELL_REF;RC_CODE;TYPE;LENGTH;MONETARY;CLOSED_LIST;DEFAULT_LIST_VALUE;SHORT_DESCRIPTION;Comment
Counterparty Simplified;CPS_HCAT_MASS_RM_03;CDR - SCR hyp;L4357;R4357C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Mass event - BG Bulgaria - Risk mitigation;
Counterparty Simplified;CPS_HCAT_MASS_RM_04;CDR - SCR hyp;L4358;R4358C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Mass event - HR Croatia - Risk mitigation;
Counterparty Simplified;CPS_HCAT_MASS_RM_05;CDR - SCR hyp;L4359;R4359C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Mass event - CY Cyprus - Risk mitigation;
Counterparty Simplified;CPS_HCAT_MASS_RM_06;CDR - SCR hyp;L4360;R4360C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Mass event - CZ Czech Republic - Risk mitigation;
Counterparty Simplified;CPS_HCAT_MASS_RM_07;CDR - SCR hyp;L4361;R4361C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Mass event - DK Denmark - Risk mitigation;
Counterparty Simplified;CPS_HCAT_MASS_RM_08;CDR - SCR hyp;L4362;R4362C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Mass event - EE Estonia - Risk mitigation;
Counterparty Simplified;CPS_HCAT_MASS_RM_09;CDR - SCR hyp;L4363;R4363C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Mass event - FI Finland - Risk mitigation;
Counterparty Simplified;CPS_HCAT_MASS_RM_10;CDR - SCR hyp;L4364;R4364C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Mass event - FR France - Risk mitigation;
Counterparty Simplified;CPS_HCAT_MASS_RM_11;CDR - SCR hyp;L4365;R4365C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Mass event - GR Greece - Risk mitigation;
Counterparty Simplified;CPS_HCAT_MASS_RM_12;CDR - SCR hyp;L4366;R4366C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Mass event - DE Germany - Risk mitigation;
Counterparty Simplified;CPS_HCAT_MASS_RM_13;CDR - SCR hyp;L4367;R4367C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Mass event - HU Hungary - Risk mitigation;
Counterparty Simplified;CPS_HCAT_MASS_RM_14;CDR - SCR hyp;L4368;R4368C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Mass event - IS Iceland - Risk mitigation;
Counterparty Simplified;CPS_HCAT_MASS_RM_15;CDR - SCR hyp;L4369;R4369C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Mass event - IE Ireland - Risk mitigation;
Counterparty Simplified;CPS_HCAT_MASS_RM_16;CDR - SCR hyp;L4370;R4370C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Mass event - IT Italy - Risk mitigation;
Counterparty Simplified;CPS_HCAT_MASS_RM_17;CDR - SCR hyp;L4371;R4371C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Mass event - LV Latvia - Risk mitigation;
Counterparty Simplified;CPS_HCAT_MASS_RM_18;CDR - SCR hyp;L4372;R4372C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Mass event - LT Lithuania - Risk mitigation;
Counterparty Simplified;CPS_HCAT_MASS_RM_19;CDR - SCR hyp;L4373;R4373C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Mass event - LU Luxembourg - Risk mitigation;
Counterparty Simplified;CPS_HCAT_MASS_RM_20;CDR - SCR hyp;L4374;R4374C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Mass event - MT Malta - Risk mitigation;
Counterparty Simplified;CPS_HCAT_MASS_RM_21;CDR - SCR hyp;L4375;R4375C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Mass event - NL Netherlands - Risk mitigation;
Counterparty Simplified;CPS_HCAT_MASS_RM_22;CDR - SCR hyp;L4376;R4376C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Mass event - NO Norway - Risk mitigation;
Counterparty Simplified;CPS_HCAT_MASS_RM_23;CDR - SCR hyp;L4377;R4377C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Mass event - PL Poland - Risk mitigation;
Counterparty Simplified;CPS_HCAT_MASS_RM_24;CDR - SCR hyp;L4378;R4378C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Mass event - PT Portugal - Risk mitigation;
Counterparty Simplified;CPS_HCAT_MASS_RM_25;CDR - SCR hyp;L4379;R4379C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Mass event - RO Romania - Risk mitigation;
Counterparty Simplified;CPS_HCAT_MASS_RM_26;CDR - SCR hyp;L4380;R4380C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Mass event - SK Slovakia - Risk mitigation;
Counterparty Simplified;CPS_HCAT_MASS_RM_27;CDR - SCR hyp;L4381;R4381C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Mass event - SI Slovenia - Risk mitigation;
Counterparty Simplified;CPS_HCAT_MASS_RM_28;CDR - SCR hyp;L4382;R4382C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Mass event - ES Spain - Risk mitigation;
Counterparty Simplified;CPS_HCAT_MASS_RM_29;CDR - SCR hyp;L4383;R4383C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Mass event - SE Sweden - Risk mitigation;
Counterparty Simplified;CPS_HCAT_MASS_RM_30;CDR - SCR hyp;L4384;R4384C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Mass event - CH Switzerland - Risk mitigation;
Counterparty Simplified;CPS_HCAT_MASS_RM_31;CDR - SCR hyp;L4385;R4385C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Mass event - GB United Kingdom - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_01;CDR - SCR hyp;L4387;R4387C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - AT Austria - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_02;CDR - SCR hyp;L4388;R4388C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - BE Belgium - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_03;CDR - SCR hyp;L4389;R4389C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - BG Bulgaria - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_04;CDR - SCR hyp;L4390;R4390C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - HR Croatia - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_05;CDR - SCR hyp;L4391;R4391C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - CY Cyprus - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_06;CDR - SCR hyp;L4392;R4392C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - CZ Czech Republic - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_07;CDR - SCR hyp;L4393;R4393C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - DK Denmark - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_08;CDR - SCR hyp;L4394;R4394C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - EE Estonia - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_09;CDR - SCR hyp;L4395;R4395C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - FI Finland - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_10;CDR - SCR hyp;L4396;R4396C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - FR France - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_11;CDR - SCR hyp;L4397;R4397C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - GR Greece - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_12;CDR - SCR hyp;L4398;R4398C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - DE Germany - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_13;CDR - SCR hyp;L4399;R4399C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - HU Hungary - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_14;CDR - SCR hyp;L4400;R4400C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - IS Iceland - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_15;CDR - SCR hyp;L4401;R4401C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - IE Ireland - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_16;CDR - SCR hyp;L4402;R4402C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - IT Italy - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_17;CDR - SCR hyp;L4403;R4403C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - LV Latvia - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_18;CDR - SCR hyp;L4404;R4404C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - LT Lithuania - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_19;CDR - SCR hyp;L4405;R4405C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - LU Luxembourg - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_20;CDR - SCR hyp;L4406;R4406C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - MT Malta - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_21;CDR - SCR hyp;L4407;R4407C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - NL Netherlands - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_23;CDR - SCR hyp;L4408;R4408C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - PL Poland - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_22;CDR - SCR hyp;L4409;R4409C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - NO Norway - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_24;CDR - SCR hyp;L4410;R4410C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - PT Portugal - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_25;CDR - SCR hyp;L4411;R4411C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - RO Romania - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_26;CDR - SCR hyp;L4412;R4412C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - SK Slovakia - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_27;CDR - SCR hyp;L4413;R4413C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - SI Slovenia - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_28;CDR - SCR hyp;L4414;R4414C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - ES Spain - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_29;CDR - SCR hyp;L4415;R4415C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - SE Sweden - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_30;CDR - SCR hyp;L4416;R4416C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - CH Switzerland - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_31;CDR - SCR hyp;L4417;R4417C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - GB United Kingdom - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_32;CDR - SCR hyp;L4418;R4418C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_33;CDR - SCR hyp;L4419;R4419C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_34;CDR - SCR hyp;L4420;R4420C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_35;CDR - SCR hyp;L4421;R4421C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_36;CDR - SCR hyp;L4422;R4422C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_37;CDR - SCR hyp;L4423;R4423C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_38;CDR - SCR hyp;L4424;R4424C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_39;CDR - SCR hyp;L4425;R4425C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_40;CDR - SCR hyp;L4426;R4426C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_41;CDR - SCR hyp;L4427;R4427C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_42;CDR - SCR hyp;L4428;R4428C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_43;CDR - SCR hyp;L4429;R4429C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_44;CDR - SCR hyp;L4430;R4430C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_45;CDR - SCR hyp;L4431;R4431C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_46;CDR - SCR hyp;L4432;R4432C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_47;CDR - SCR hyp;L5665;R5665C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_48;CDR - SCR hyp;L5666;R5666C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_49;CDR - SCR hyp;L5667;R5667C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_50;CDR - SCR hyp;L5668;R5668C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_51;CDR - SCR hyp;L5669;R5669C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_52;CDR - SCR hyp;L5670;R5670C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_53;CDR - SCR hyp;L5671;R5671C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_54;CDR - SCR hyp;L5672;R5672C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_55;CDR - SCR hyp;L5673;R5673C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_56;CDR - SCR hyp;L5674;R5674C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_57;CDR - SCR hyp;L5675;R5675C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_58;CDR - SCR hyp;L5676;R5676C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_59;CDR - SCR hyp;L5677;R5677C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_60;CDR - SCR hyp;L5678;R5678C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_61;CDR - SCR hyp;L5679;R5679C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_62;CDR - SCR hyp;L5680;R5680C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_63;CDR - SCR hyp;L5681;R5681C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_64;CDR - SCR hyp;L5682;R5682C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_65;CDR - SCR hyp;L5683;R5683C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_66;CDR - SCR hyp;L5684;R5684C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_67;CDR - SCR hyp;L5685;R5685C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_68;CDR - SCR hyp;L5686;R5686C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_69;CDR - SCR hyp;L5687;R5687C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_70;CDR - SCR hyp;L5688;R5688C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_CONC_RM_71;CDR - SCR hyp;L5689;R5689C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Concentration - Other Country: n/a - Risk mitigation;
Counterparty Simplified;CPS_HCAT_PAN_RM_01;CDR - SCR hyp;L4434;R4434C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Pandemic - AT Austria - Risk mitigation;
Counterparty Simplified;CPS_HCAT_PAN_RM_02;CDR - SCR hyp;L4435;R4435C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Pandemic - BE Belgium - Risk mitigation;
Counterparty Simplified;CPS_HCAT_PAN_RM_03;CDR - SCR hyp;L4436;R4436C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Pandemic - BG Bulgaria - Risk mitigation;
Counterparty Simplified;CPS_HCAT_PAN_RM_04;CDR - SCR hyp;L4437;R4437C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Pandemic - HR Croatia - Risk mitigation;
Counterparty Simplified;CPS_HCAT_PAN_RM_05;CDR - SCR hyp;L4438;R4438C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Pandemic - CY Cyprus - Risk mitigation;
Counterparty Simplified;CPS_HCAT_PAN_RM_06;CDR - SCR hyp;L4439;R4439C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Pandemic - CZ Czech Republic - Risk mitigation;
Counterparty Simplified;CPS_HCAT_PAN_RM_07;CDR - SCR hyp;L4440;R4440C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Pandemic - DK Denmark - Risk mitigation;
Counterparty Simplified;CPS_HCAT_PAN_RM_08;CDR - SCR hyp;L4441;R4441C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Pandemic - EE Estonia - Risk mitigation;
Counterparty Simplified;CPS_HCAT_PAN_RM_09;CDR - SCR hyp;L4442;R4442C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Pandemic - FI Finland - Risk mitigation;
Counterparty Simplified;CPS_HCAT_PAN_RM_10;CDR - SCR hyp;L4443;R4443C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Pandemic - FR France - Risk mitigation;
Counterparty Simplified;CPS_HCAT_PAN_RM_11;CDR - SCR hyp;L4444;R4444C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Pandemic - GR Greece - Risk mitigation;
Counterparty Simplified;CPS_HCAT_PAN_RM_12;CDR - SCR hyp;L4445;R4445C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Pandemic - DE Germany - Risk mitigation;
Counterparty Simplified;CPS_HCAT_PAN_RM_13;CDR - SCR hyp;L4446;R4446C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Pandemic - HU Hungary - Risk mitigation;
Counterparty Simplified;CPS_HCAT_PAN_RM_14;CDR - SCR hyp;L4447;R4447C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Pandemic - IS Iceland - Risk mitigation;
Counterparty Simplified;CPS_HCAT_PAN_RM_15;CDR - SCR hyp;L4448;R4448C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Pandemic - IE Ireland - Risk mitigation;
Counterparty Simplified;CPS_HCAT_PAN_RM_16;CDR - SCR hyp;L4449;R4449C12;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - all counterparties - Health - CAT - Pandemic - IT Italy - Risk mitigation;
